MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
120,1,43.0,3182,1,1,3,3,0,2,2,2,7,6,1,4,7,5,2005,2006,4,0,5,7,1,11.0,0,2,4,0,2,3,4,16,5,0,1129,1145,4,4,1,0,1145,0,0,1145,0,0,2,0,2,1,0,5,0,1,1,0,2005.0,1,2,397,2,2,2,100,16,0,0,0,0,3,4,4,0,9,2009,4,1,160200
80,1,69.0,11333,1,1,0,3,0,1,2,12,7,6,3,7,6,5,1976,1976,4,0,4,6,3,0.0,1,2,4,0,2,1,0,539,5,0,490,1029,4,2,1,0,1062,0,0,1062,1,0,1,0,3,1,1,5,0,2,2,0,1976.0,3,2,539,2,2,2,120,0,0,0,0,0,3,4,4,0,5,2007,4,1,146800
60,1,92.0,9920,1,1,0,3,0,3,2,14,7,6,3,0,7,5,1996,1997,4,0,1,2,3,0.0,0,2,4,0,2,1,4,862,5,0,255,1117,4,4,1,0,1127,886,0,2013,1,0,2,1,3,1,1,8,0,1,2,0,1997.0,2,2,455,2,2,2,180,130,0,0,0,0,3,4,4,0,6,2007,4,1,269790
20,1,76.0,9158,1,1,3,3,0,2,2,0,7,6,3,4,8,5,2007,2007,4,0,15,3,2,140.0,0,2,4,0,2,1,5,0,5,0,1496,1496,4,4,1,0,1496,0,0,1496,0,0,2,0,3,1,0,7,0,0,5,0,2007.0,1,2,474,2,2,2,168,130,0,0,0,0,3,4,4,0,6,2007,1,3,225000
60,1,69.0,10832,1,1,0,3,0,1,2,8,7,6,3,0,7,5,1994,1996,4,0,1,2,3,0.0,0,2,4,0,2,3,5,0,5,0,712,712,4,4,1,0,1086,809,0,1895,0,0,2,1,3,1,0,7,0,1,2,0,1994.0,1,2,409,2,2,2,143,46,0,0,0,0,3,4,0,500,10,2008,4,1,194500
60,1,70.0,8400,1,1,3,3,0,2,2,6,7,6,3,0,6,6,1980,1981,4,0,4,6,1,130.0,1,2,5,0,2,3,5,0,5,0,650,650,4,2,1,0,888,676,0,1564,0,0,2,1,3,1,1,7,0,1,2,0,1980.0,2,2,476,2,2,2,0,50,0,0,204,0,3,0,4,0,4,2010,4,1,171000
20,1,71.0,8197,1,1,3,3,0,2,2,7,7,6,3,4,6,5,1977,1977,4,0,10,12,1,148.0,1,2,5,1,2,3,5,0,5,0,660,660,4,4,1,0,1285,0,0,1285,0,0,1,1,3,1,1,7,0,1,2,0,1977.0,3,2,528,2,2,2,138,0,0,0,0,0,3,0,4,0,4,2007,4,1,143500
20,1,57.0,7677,1,1,3,3,0,2,2,19,7,6,3,4,5,5,1953,1953,4,0,5,7,3,0.0,1,2,5,1,2,3,2,570,5,0,203,773,4,1,1,0,773,0,0,773,0,0,1,0,2,1,1,4,0,0,5,0,1953.0,2,1,240,2,2,2,0,0,0,0,0,0,3,4,4,0,4,2008,4,0,110000
60,1,104.0,13518,1,1,3,3,0,2,2,3,7,6,3,0,9,5,2008,2009,5,0,5,7,2,860.0,3,2,4,3,2,3,5,0,5,0,1926,1926,4,4,1,0,1966,1174,0,3140,0,0,3,1,4,1,3,11,0,2,1,4,2009.0,1,3,820,2,2,2,144,78,0,0,0,0,3,4,4,0,7,2009,1,3,485000
50,1,60.0,7200,1,1,3,3,0,1,2,15,6,6,3,1,5,7,1937,1950,4,0,0,1,1,252.0,1,2,2,0,2,3,0,569,5,0,162,731,4,4,1,0,981,787,0,1768,1,0,1,1,3,1,0,7,0,2,2,3,1939.0,2,1,240,2,2,2,0,0,264,0,0,0,3,0,4,0,6,2007,4,1,175000
60,1,79.0,12798,1,1,0,0,0,2,1,21,6,6,3,0,6,5,1997,1997,4,0,5,7,3,0.0,1,2,4,0,2,2,4,462,5,0,154,616,4,1,1,0,616,1072,0,1688,1,0,2,1,4,1,0,8,0,0,5,0,1997.0,3,2,603,2,2,2,403,114,185,0,0,0,3,4,0,400,5,2008,4,1,200000
30,4,40.0,4800,1,1,3,3,0,2,2,5,7,6,3,4,4,7,1916,1990,4,0,1,2,3,0.0,1,2,5,1,2,3,3,197,5,0,999,1196,4,4,1,4,1196,0,0,1196,1,0,1,0,2,1,1,5,0,0,5,3,1957.0,2,2,440,2,2,2,0,0,0,0,0,0,3,4,4,0,7,2007,4,1,109900
60,1,63.0,8199,1,1,3,3,0,2,2,9,7,6,3,0,7,5,2005,2005,4,0,8,11,3,0.0,0,2,4,0,2,1,4,648,5,0,80,728,4,4,1,0,728,728,0,1456,1,0,2,1,3,1,0,7,0,1,1,0,2005.0,1,2,410,2,2,2,36,18,0,0,0,0,3,4,4,0,10,2008,4,1,189000
60,1,107.0,13891,1,1,3,3,0,2,2,3,7,6,3,0,9,5,2008,2009,5,0,5,7,2,424.0,3,2,4,3,2,2,5,0,5,0,1734,1734,4,4,1,0,1734,1088,0,2822,0,0,3,1,4,1,3,12,0,1,1,4,2009.0,3,3,1020,2,2,2,52,170,0,0,192,0,3,4,4,0,1,2009,1,3,582933
20,1,75.0,9000,1,1,3,3,0,2,2,19,7,6,3,4,5,5,1954,1954,4,0,0,1,3,0.0,1,2,5,1,2,3,3,812,5,0,124,936,4,2,1,0,1128,0,0,1128,0,0,1,0,2,1,1,5,1,0,5,0,1954.0,2,1,286,2,2,2,0,0,0,0,0,0,3,1,4,0,6,2006,4,2,118000
20,1,91.0,12274,1,1,0,3,0,0,2,0,7,6,3,4,7,5,2008,2008,4,0,5,7,2,256.0,0,2,4,0,2,3,5,0,5,0,1417,1417,4,4,1,0,1428,0,0,1428,0,0,2,0,3,1,3,6,0,0,5,0,2008.0,3,2,554,2,2,2,0,60,0,0,0,0,3,4,4,0,7,2008,1,3,227680
80,1,75.0,9750,1,1,3,3,0,2,2,19,7,6,3,7,5,5,1967,1967,4,0,5,7,3,0.0,1,2,4,1,2,1,0,400,1,480,100,980,4,1,1,0,980,0,0,980,0,0,2,0,3,1,1,6,0,0,5,0,1967.0,1,1,384,2,2,2,68,0,0,0,0,0,3,4,4,0,10,2006,4,1,135500
70,1,144.0,21384,1,1,3,3,0,2,2,11,7,6,3,0,5,6,1923,2004,4,0,0,1,3,0.0,1,2,5,1,2,2,4,1309,5,0,15,1324,4,4,1,0,1072,504,0,1576,2,0,1,1,3,1,0,6,0,1,2,0,1923.0,3,2,528,2,2,2,0,312,0,0,0,0,3,4,4,0,5,2009,4,1,223500
80,1,85.0,13400,1,1,3,3,0,2,2,19,7,6,3,7,5,5,1966,1966,4,0,5,7,1,1047.0,1,2,5,1,2,1,0,516,2,128,380,1024,4,2,1,0,1086,0,0,1086,1,0,1,0,3,1,1,6,0,1,1,0,1966.0,3,2,484,2,2,2,0,0,0,0,0,0,3,1,4,0,6,2006,4,1,159950
75,4,90.0,8100,1,1,3,3,0,1,2,10,7,6,3,3,5,5,1898,1965,5,0,14,15,3,0.0,1,2,4,1,2,3,5,0,5,0,849,849,4,2,0,4,1075,1063,0,2138,0,0,2,0,2,3,1,11,0,0,5,3,1910.0,2,2,360,3,0,1,40,156,0,0,0,0,3,0,4,0,11,2009,4,1,106000
20,1,78.0,10140,1,1,3,3,0,2,2,23,7,6,3,4,6,6,1974,1999,5,0,4,6,1,99.0,1,2,5,1,2,3,0,663,3,377,0,1040,4,3,1,0,1309,0,0,1309,1,0,1,1,3,1,0,5,0,1,3,0,1974.0,3,2,484,2,2,2,265,0,0,0,0,648,0,3,4,0,1,2006,4,1,181000
120,4,69.0,4438,1,1,3,3,0,2,2,9,7,6,1,4,6,5,2004,2004,4,0,5,7,1,169.0,0,2,4,0,2,2,4,662,5,0,186,848,4,4,1,0,848,0,0,848,1,0,1,0,1,1,0,4,0,1,1,0,2004.0,1,2,420,2,2,2,140,0,0,0,0,0,3,4,4,0,6,2008,8,1,144500
20,0,66.0,8712,0,1,3,2,0,2,1,5,7,6,3,4,5,5,1952,1952,5,0,0,1,3,0.0,2,2,5,1,2,1,5,0,5,0,540,540,4,2,0,4,1044,0,0,1044,0,0,1,0,2,1,2,4,0,0,5,2,1952.0,2,2,504,2,2,1,0,0,0,0,0,0,3,4,0,54,6,2010,4,4,55993
20,1,75.0,9750,1,1,3,3,0,2,2,19,7,6,3,4,6,6,1958,1958,4,0,1,2,1,243.0,1,2,5,1,2,3,1,608,5,0,834,1442,4,1,1,0,1442,0,0,1442,0,0,1,1,4,1,1,7,0,0,5,0,1958.0,3,1,301,2,2,2,0,0,275,0,0,0,3,4,0,500,4,2007,5,1,157900
50,1,45.0,8248,1,0,3,3,0,2,2,1,7,6,3,1,5,7,1918,1950,4,0,2,4,3,0.0,1,2,2,1,2,3,5,0,5,0,686,686,2,1,1,0,686,564,0,1250,0,1,1,1,3,1,2,7,0,0,5,3,1955.0,2,1,280,2,2,0,207,0,96,0,0,0,3,4,4,0,7,2006,4,1,116000
20,1,48.0,12137,1,1,2,3,0,3,2,9,7,6,3,4,7,5,1998,1998,4,0,5,7,1,442.0,1,2,4,0,2,3,5,0,5,0,1649,1649,4,4,1,0,1661,0,0,1661,0,0,2,0,3,1,0,6,0,0,5,0,1998.0,3,2,598,2,2,2,0,34,0,0,0,0,3,4,4,0,5,2010,4,1,224900
20,1,69.0,11425,1,1,0,3,0,1,2,19,7,6,3,4,5,6,1954,1954,4,0,11,13,3,0.0,1,2,5,1,2,3,2,486,5,0,522,1008,4,1,1,0,1008,0,0,1008,0,0,1,0,2,1,1,4,0,1,1,0,1954.0,3,1,275,2,2,2,0,0,120,0,0,0,3,4,4,0,7,2006,4,1,137000
20,1,69.0,13265,1,1,0,3,0,3,2,12,7,6,3,4,8,5,2002,2002,5,0,15,3,1,148.0,0,2,4,0,2,3,4,1218,5,0,350,1568,4,4,1,0,1689,0,0,1689,1,0,2,0,3,1,0,7,0,2,1,0,2002.0,3,3,857,2,2,2,150,59,0,0,0,0,3,4,4,0,7,2008,4,1,271000
80,1,80.0,8816,1,1,3,3,0,2,2,21,7,6,3,7,6,7,1971,1971,4,0,4,6,1,80.0,1,2,5,1,2,1,4,504,5,0,506,1010,4,1,1,0,1052,0,0,1052,1,0,1,0,3,1,1,6,0,0,5,0,1971.0,2,2,440,2,2,2,0,0,0,0,0,0,3,0,4,0,6,2010,4,1,155000
120,1,44.0,6371,1,1,0,3,0,2,2,3,7,6,1,4,7,5,2009,2010,4,0,5,7,2,128.0,0,2,4,0,2,0,4,733,5,0,625,1358,4,4,1,0,1358,0,0,1358,1,0,2,0,2,1,0,6,0,1,1,0,2010.0,3,2,484,2,2,2,192,35,0,0,0,0,3,4,4,0,6,2010,1,3,224000
60,1,72.0,7226,1,1,0,3,0,3,2,9,7,6,3,0,7,5,2003,2003,4,0,5,7,3,0.0,0,2,4,0,2,3,5,0,5,0,798,798,4,4,1,0,798,842,0,1640,0,0,2,1,3,1,0,6,0,0,5,0,2003.0,3,2,595,2,2,2,0,45,0,0,0,0,3,4,4,0,6,2008,4,1,183000
20,4,60.0,6000,1,2,3,2,0,2,1,10,7,6,4,4,4,4,1953,1953,4,0,1,2,3,0.0,2,2,5,2,2,3,5,0,5,0,936,936,4,2,0,0,936,0,0,936,0,0,1,0,2,1,1,4,4,0,5,3,1974.0,2,2,576,2,2,2,0,32,112,0,0,0,3,4,4,0,2,2009,4,1,93000
60,1,69.0,12394,1,1,0,3,0,1,2,8,7,6,3,0,7,5,2003,2003,4,0,5,7,3,0.0,0,2,4,0,2,2,5,0,5,0,847,847,4,4,1,0,847,886,0,1733,0,0,2,1,3,1,0,7,0,1,1,4,2003.0,1,2,433,2,2,2,100,48,0,0,0,0,3,4,4,0,10,2007,4,2,225000
50,1,60.0,9900,1,1,3,3,0,2,2,15,7,6,3,1,6,7,1940,1950,4,0,5,7,3,0.0,1,2,2,1,2,3,5,0,5,0,778,778,4,2,1,0,944,545,0,1489,0,0,2,0,3,1,1,7,0,1,1,3,1940.0,2,1,240,2,2,2,335,0,0,0,0,0,3,1,4,0,7,2009,4,1,139500
20,3,81.0,11216,1,1,3,3,0,2,2,0,7,6,3,4,8,5,2006,2006,4,0,5,7,3,0.0,0,2,4,0,1,3,5,0,5,0,1489,1489,4,4,1,0,1489,0,0,1489,0,0,2,0,3,1,0,7,0,1,1,0,2006.0,3,2,776,2,2,2,0,140,0,0,0,0,3,4,4,0,6,2006,1,3,232600
20,1,114.0,14803,1,1,3,3,0,2,2,3,0,0,3,4,10,5,2007,2008,5,0,15,3,1,816.0,3,2,4,3,2,1,4,1636,5,0,442,2078,4,4,1,0,2084,0,0,2084,1,0,2,0,2,1,3,7,0,1,1,0,2007.0,1,3,1220,2,2,2,188,45,0,0,0,0,3,4,4,0,6,2008,1,3,385000
45,4,50.0,6130,1,1,3,3,0,2,2,11,7,6,3,6,5,6,1924,1950,4,0,1,2,3,0.0,1,2,2,1,2,3,0,784,5,0,0,784,4,1,1,0,784,0,0,784,1,0,1,0,2,1,0,5,0,0,5,5,1980.0,0,0,0,5,5,2,0,0,116,0,0,0,3,4,4,0,5,2008,4,1,109500
20,1,65.0,8529,1,1,0,3,0,2,2,6,7,6,3,4,7,5,2001,2001,4,0,5,7,3,0.0,0,2,4,0,2,3,4,20,5,0,1434,1454,4,4,1,0,1434,0,0,1434,0,0,2,0,3,1,0,6,0,1,2,0,2001.0,3,2,527,2,2,2,290,39,0,0,0,0,3,4,4,0,4,2009,4,1,189000
60,1,69.0,28698,1,1,2,1,0,3,0,21,7,6,3,0,5,5,1967,1967,3,6,10,12,3,0.0,1,2,4,1,1,2,3,249,0,764,0,1013,4,2,1,0,1160,966,0,2126,0,1,2,1,3,1,1,7,4,0,5,0,1967.0,1,2,538,2,2,2,486,0,0,0,225,0,3,4,4,0,6,2009,4,0,185000
160,3,24.0,2544,1,2,3,3,0,2,2,0,7,6,0,0,7,5,2005,2005,4,0,1,2,3,0.0,0,2,4,0,2,3,5,0,5,0,600,600,4,4,1,0,520,623,80,1223,0,0,2,1,2,1,0,4,0,0,5,3,2005.0,3,2,480,2,2,2,0,166,0,0,0,0,3,4,4,0,7,2006,4,1,147400
20,1,80.0,11900,1,1,0,3,0,1,2,19,7,6,3,4,6,5,1957,1957,4,0,4,6,1,387.0,1,2,5,1,2,3,1,1040,5,0,352,1392,4,2,1,4,1392,0,0,1392,1,0,1,1,3,1,1,6,0,2,1,0,1957.0,3,2,458,2,2,2,0,0,0,0,192,0,3,4,4,0,6,2008,4,1,166000
160,3,30.0,3180,1,2,3,3,0,2,2,0,7,6,1,0,7,5,2005,2005,4,0,1,2,3,0.0,1,2,4,0,2,3,5,0,5,0,600,600,4,4,1,0,520,600,80,1200,0,0,2,1,2,1,0,4,0,0,5,3,2005.0,3,2,480,2,2,2,0,166,0,0,0,0,3,4,4,0,6,2006,4,1,151000
60,1,44.0,9548,1,1,0,3,0,3,2,9,7,6,3,0,7,6,2003,2003,4,0,5,7,1,223.0,0,2,4,0,2,3,4,483,5,0,458,941,4,4,1,0,941,888,0,1829,1,0,2,1,3,1,0,7,0,1,2,0,2003.0,3,2,613,2,2,2,192,39,0,0,0,0,3,4,4,0,1,2010,4,1,237000
20,1,100.0,10004,1,1,3,3,0,2,2,19,7,6,3,4,6,6,1964,1964,4,0,4,12,1,180.0,1,2,5,1,2,3,1,196,2,345,975,1516,4,2,1,0,1516,0,0,1516,0,0,1,1,3,1,1,6,0,0,5,0,1964.0,3,2,472,2,2,2,0,0,0,0,152,0,3,4,4,0,2,2009,4,1,167000
20,1,75.0,7875,1,1,3,3,0,2,2,19,7,6,3,4,5,6,1961,1961,4,0,5,7,1,136.0,1,2,5,1,2,3,1,572,5,0,572,1144,4,1,1,0,1144,0,0,1144,1,0,1,0,3,1,1,6,0,0,5,0,1961.0,2,2,456,2,2,2,0,0,0,0,0,0,3,1,4,0,9,2008,4,1,139950
20,1,60.0,9600,1,1,3,3,0,2,2,7,7,6,3,4,4,7,1950,1995,4,0,5,6,3,0.0,1,2,5,0,2,3,2,442,5,0,625,1067,4,2,1,0,1067,0,0,1067,0,0,2,0,2,1,0,4,4,0,5,0,1996.0,2,2,436,2,2,2,290,0,0,0,0,0,3,4,4,0,2,2010,4,1,128000
30,4,90.0,8100,1,2,3,3,0,2,2,10,7,6,3,4,5,6,1948,1973,4,0,5,7,3,0.0,1,2,2,1,2,3,1,338,5,0,1221,1559,4,1,1,0,1559,0,0,1559,1,0,1,0,2,1,1,5,4,0,5,3,1948.0,2,2,812,2,2,2,0,116,230,0,0,0,3,1,4,0,6,2007,5,1,153500
160,4,21.0,1680,1,1,3,3,0,2,2,16,7,6,0,0,6,5,1973,1973,4,0,4,6,1,158.0,1,2,5,1,2,3,2,330,5,0,153,483,4,2,1,0,483,504,0,987,1,0,1,1,2,1,1,5,0,0,5,3,1973.0,2,1,264,2,2,2,0,0,0,0,0,0,3,4,4,0,11,2008,4,1,100000
20,1,75.0,9525,1,1,3,3,0,2,2,9,7,6,3,4,5,6,1995,2006,4,0,5,7,3,0.0,1,2,4,0,2,3,5,0,5,0,1099,1099,4,4,1,0,1099,0,0,1099,0,0,1,1,3,1,0,6,0,0,5,0,1999.0,2,1,352,2,2,2,278,0,0,0,0,0,3,4,4,0,6,2008,4,1,144000
50,1,70.0,11767,1,1,3,3,0,2,2,1,7,6,3,1,5,6,1946,1995,4,0,1,2,3,0.0,1,2,5,1,2,3,2,352,5,0,416,768,4,4,1,0,768,432,0,1200,0,0,1,0,3,1,1,6,0,0,5,3,1946.0,2,1,240,2,2,2,0,0,0,0,0,0,3,4,4,0,5,2008,4,1,130500
70,2,69.0,12155,1,1,0,3,0,2,2,15,7,6,3,0,6,8,1925,1950,4,0,0,1,3,0.0,1,2,2,1,2,3,2,156,5,0,516,672,4,2,0,0,810,672,0,1482,0,0,2,0,4,1,2,7,0,0,5,3,1934.0,2,1,400,2,2,0,0,0,254,0,0,0,3,4,4,0,3,2008,4,1,140000
70,4,60.0,10440,1,0,3,3,0,2,2,10,7,6,3,0,5,8,1904,2002,4,0,1,2,3,0.0,1,2,4,1,2,3,5,0,5,0,650,650,4,1,1,0,958,581,0,1539,0,0,2,0,3,1,0,8,0,1,0,3,1983.0,2,2,686,1,2,0,70,78,68,0,0,0,3,4,4,0,6,2008,4,1,157500
80,1,82.0,9020,1,1,3,3,0,2,2,19,7,6,3,7,6,7,1966,1966,4,0,4,6,1,183.0,1,2,5,1,2,2,1,312,0,539,276,1127,4,2,1,0,1165,0,0,1165,1,0,1,1,3,1,1,6,0,0,5,0,1966.0,3,2,490,1,1,2,0,129,0,0,0,0,3,3,4,0,5,2008,4,1,174900
90,1,80.0,8000,1,1,3,3,0,1,2,19,1,6,2,4,5,4,1961,1961,4,0,11,13,3,0.0,1,2,5,1,2,3,5,0,5,0,1800,1800,4,4,0,0,1800,0,0,1800,0,0,2,0,6,2,1,10,0,0,5,5,1980.0,0,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,7,2007,4,1,141000
50,4,100.0,12665,1,0,0,3,0,2,2,10,1,6,3,1,5,8,1915,1950,4,0,0,1,3,0.0,1,2,2,1,2,0,5,0,5,0,876,876,4,1,1,0,876,540,0,1416,0,0,1,1,4,1,1,7,0,1,1,3,1949.0,2,3,720,2,2,2,418,0,194,0,0,0,3,4,4,0,6,2008,4,1,153900
85,1,69.0,16647,1,1,0,3,0,3,2,7,4,6,3,5,5,5,1975,1981,4,0,4,6,3,0.0,1,2,5,0,2,2,0,1390,5,0,0,1390,4,2,1,0,1701,0,0,1701,1,0,2,0,3,1,1,6,4,2,2,2,1975.0,1,2,611,2,2,2,0,0,0,0,0,0,3,4,4,0,1,2007,4,1,171000
60,1,75.0,9317,1,1,3,3,0,2,2,6,7,6,3,0,7,5,1993,1993,4,0,4,6,1,137.0,0,2,4,0,2,3,0,513,5,0,227,740,4,4,1,0,1006,769,0,1775,1,0,2,1,3,1,0,7,0,1,2,0,1993.0,2,2,425,2,2,2,234,72,192,0,0,0,3,4,4,0,7,2009,4,1,213000
20,1,36.0,15523,1,1,0,3,0,3,2,9,7,6,3,4,5,6,1972,1972,4,0,4,12,3,0.0,1,2,5,1,2,1,2,460,5,0,404,864,4,4,1,0,864,0,0,864,1,0,1,0,3,1,1,5,0,1,3,0,1972.0,2,1,338,2,2,2,0,0,0,0,0,0,3,4,4,0,8,2009,4,1,133500
50,1,75.0,45600,1,1,2,2,0,2,2,21,7,6,3,1,6,8,1908,1997,4,0,0,1,3,0.0,1,2,2,1,2,3,5,0,5,0,907,907,4,2,1,0,1307,1051,0,2358,0,0,3,0,5,1,1,10,0,1,1,3,1908.0,2,2,360,3,2,2,486,40,0,0,175,0,3,4,4,0,9,2008,4,1,240000
80,1,80.0,9600,1,1,3,3,0,0,2,18,6,6,3,7,6,7,1976,1994,5,0,10,12,1,360.0,0,1,5,1,2,3,5,0,5,0,528,528,4,4,1,0,1094,761,0,1855,0,0,2,1,3,1,1,7,0,1,2,0,1976.0,3,2,512,2,2,2,113,100,0,0,0,0,3,4,4,0,8,2007,4,1,187000
120,4,36.0,4435,1,1,3,3,0,2,2,9,7,6,1,4,6,5,2003,2003,4,0,5,7,1,170.0,0,2,4,0,2,1,4,659,5,0,189,848,4,4,1,0,848,0,0,848,1,0,1,0,1,1,0,3,0,0,5,0,2003.0,1,2,420,2,2,2,140,0,0,0,0,0,3,4,4,0,11,2007,4,1,131500
120,1,69.0,3196,1,1,3,3,0,2,2,2,7,6,1,4,8,5,2003,2003,4,0,5,7,1,40.0,0,2,4,0,2,2,5,0,5,0,1273,1273,4,4,1,0,1456,0,0,1456,0,0,2,0,2,1,0,7,0,1,2,0,2003.0,1,2,400,2,2,2,143,20,0,0,0,0,3,4,4,0,5,2006,4,1,215000
75,1,53.0,7128,1,1,3,3,0,2,2,13,7,6,3,3,7,5,1941,1950,4,0,1,2,3,0.0,1,1,5,1,2,3,1,364,5,0,554,918,4,1,1,0,918,728,0,1646,0,0,2,0,4,1,1,7,0,2,1,3,1941.0,2,1,240,2,2,2,0,0,0,0,126,0,3,0,4,0,8,2007,4,1,164000
80,1,69.0,12095,1,1,0,3,0,1,2,19,7,6,3,7,6,6,1964,1964,4,0,1,6,1,115.0,1,1,5,1,2,2,1,564,5,0,563,1127,4,2,1,0,1445,0,0,1445,0,0,1,1,3,1,1,7,0,1,3,0,1964.0,3,2,645,2,2,2,180,0,0,0,0,0,3,0,4,0,8,2009,4,1,158000
20,1,102.0,17920,1,1,3,3,0,2,2,7,7,6,3,4,5,4,1955,1974,5,0,0,12,3,0.0,1,2,5,1,2,0,0,306,1,1085,372,1763,4,2,1,0,1779,0,0,1779,1,0,1,1,3,1,1,6,0,1,1,0,1955.0,2,2,454,2,2,2,0,418,0,0,312,0,3,4,4,0,7,2006,4,0,170000
20,1,69.0,6897,1,1,0,3,0,1,2,7,7,6,3,4,5,8,1962,2010,4,0,4,6,3,0.0,1,1,5,1,2,3,0,659,5,0,381,1040,4,4,1,0,1040,0,0,1040,1,0,1,1,3,1,1,6,0,0,5,3,1962.0,2,1,260,2,2,2,0,104,0,0,0,0,3,4,4,0,4,2010,4,1,127000
80,1,69.0,10970,1,1,0,1,0,2,1,9,7,6,3,7,6,6,1978,1978,4,0,10,6,3,0.0,1,2,5,0,1,2,4,505,3,435,0,940,4,2,1,0,1026,0,0,1026,1,0,1,0,3,1,1,5,0,0,5,3,1981.0,2,2,576,2,3,2,0,0,34,0,0,0,3,0,4,0,10,2008,4,1,147000
60,1,65.0,8125,1,1,3,3,0,2,2,8,7,6,3,0,6,5,1994,1995,4,0,4,6,3,0.0,1,2,4,0,2,3,5,0,5,0,702,702,4,1,1,0,702,779,0,1481,0,0,2,1,3,1,1,6,0,1,2,0,1994.0,1,2,343,2,2,2,0,36,0,0,0,0,3,4,4,0,3,2009,4,1,174000
20,1,80.0,10400,1,1,3,3,0,2,2,23,7,6,3,4,7,5,1976,1976,4,0,4,6,1,189.0,1,2,5,0,2,3,5,0,5,0,1090,1090,4,2,1,0,1370,0,0,1370,0,0,2,0,3,1,1,6,0,1,2,0,1976.0,3,2,479,2,2,2,0,0,0,0,0,0,3,0,4,0,6,2009,4,2,152000
60,1,69.0,11029,1,1,0,3,0,1,2,23,2,6,3,0,6,7,1968,1984,4,0,4,6,1,220.0,1,2,5,1,2,0,2,619,5,0,435,1054,4,2,1,0,1512,1142,0,2654,1,0,2,1,4,1,0,9,0,1,1,0,1968.0,2,2,619,2,2,2,0,65,0,0,222,0,3,4,4,0,8,2006,4,1,250000
50,1,55.0,7642,1,1,3,3,0,1,2,13,7,6,3,1,7,8,1918,1998,4,0,0,1,3,0.0,0,2,2,1,2,3,5,0,5,0,912,912,4,1,1,0,912,514,0,1426,0,0,1,1,3,1,0,7,0,1,1,3,1925.0,2,1,216,2,2,2,0,240,0,0,0,0,3,3,4,0,6,2007,4,1,189950
190,1,75.0,11625,1,1,3,3,0,2,2,7,7,6,4,4,5,4,1965,1965,5,0,10,6,3,0.0,1,2,4,1,2,0,2,841,5,0,198,1039,4,4,1,0,1039,0,0,1039,1,0,1,1,3,1,1,6,0,0,5,0,1965.0,2,2,504,2,2,2,0,0,0,0,0,0,3,4,4,0,4,2010,4,1,131500
20,1,81.0,9672,1,1,3,3,0,1,2,6,7,6,3,4,6,5,1984,1985,5,0,4,12,3,0.0,1,2,4,0,2,3,4,338,5,0,702,1040,4,2,1,0,1097,0,0,1097,0,0,2,0,3,1,1,6,0,0,5,0,1986.0,2,2,480,2,2,2,0,0,0,0,0,0,3,3,4,0,5,2010,4,1,152000
20,1,70.0,7931,1,1,3,3,0,2,2,19,7,6,3,4,5,5,1959,1959,5,0,11,12,3,0.0,1,2,5,1,2,3,2,1148,5,0,0,1148,4,2,1,0,1148,0,0,1148,1,0,1,0,3,1,1,6,0,0,5,0,1959.0,2,1,672,2,2,2,0,0,0,0,0,0,3,3,4,0,7,2009,4,1,132500
20,3,72.0,8640,1,1,3,3,0,2,2,0,7,6,3,4,7,5,2007,2008,4,0,5,7,3,0.0,0,2,4,3,2,3,5,0,5,0,1372,1372,4,4,1,0,1372,0,0,1372,0,0,2,0,3,1,0,6,0,0,5,0,2008.0,1,2,529,2,2,2,0,140,0,0,0,0,3,4,4,0,5,2008,1,3,250580
20,1,69.0,8750,1,1,0,3,0,2,2,19,7,6,3,4,5,6,1970,1970,4,0,1,2,1,76.0,1,2,5,1,2,3,2,828,5,0,174,1002,4,2,1,0,1002,0,0,1002,1,0,1,0,3,1,1,5,0,0,5,3,1973.0,2,2,902,2,2,2,0,0,0,0,0,0,3,0,4,0,8,2009,4,1,148500
20,1,67.0,10656,1,1,0,0,0,2,2,4,7,6,3,4,8,5,2006,2007,4,0,5,7,2,274.0,0,2,4,0,2,1,5,0,5,0,1638,1638,4,4,1,0,1646,0,0,1646,0,0,2,0,3,1,0,6,0,1,1,0,2007.0,3,3,870,2,2,2,192,80,0,0,0,0,3,4,4,0,11,2007,1,3,248900
